baños_familiares,area_bruta,parqueaderos,alcobas_familiares,estrato,juegos_infantiles,balcon,camaras_cctv,ascensor,unidad_cerrada_conjunto,zonas_verdes,turco,sauna,calentador_de_agua,closet_de_linos,biblioteca,parqueadero_visitantes,gimnasio,piscina,salon_social,tipo_cocina_freq,tipo_pisos_freq,precio,precio_pred
0.2,0.08067542213883677,0.0,0.2,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09215757137694257,1.0000000000000002,750000.0,1120833.1361879837
0.4,0.11819887429643529,0.3333333333333333,0.6000000000000001,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.2790213430504947,5200000.0,3830397.318182768
0.8,0.8048780487804877,0.6666666666666666,1.0,0.8333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.06298802706923488,5000000.0,5502289.357062841
0.2,0.04315196998123827,0.0,0.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0000000000000002,750000.0,1134504.5921359635
0.2,0.0900562851782364,0.0,0.6000000000000001,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0000000000000002,1300000.0,1233156.1125471382
0.6000000000000001,0.20637898686679174,0.6666666666666666,0.6000000000000001,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.1624154086413327,5600000.0,4351193.570754087
0.8,0.23827392120075044,0.3333333333333333,0.6000000000000001,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.1624154086413327,7000000.0,4655263.302939606
0.8,0.32082551594746717,1.0,0.6000000000000001,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.2790213430504947,4300000.0,4940709.413455509
0.4,0.14634146341463414,0.0,0.8,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09215757137694257,1.0000000000000002,950000.0,1934455.7554704598
0.4,0.15384615384615383,0.6666666666666666,0.2,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.1624154086413327,4200000.0,4614929.300251199
0.4,0.2120075046904315,0.3333333333333333,0.4,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.1624154086413327,6400000.0,4125279.884177936
0.4,0.19324577861163225,0.6666666666666666,0.6000000000000001,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.013534617386777794,3900000.0,4232804.707397994
0.8,0.399624765478424,1.0,0.6000000000000001,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.09474232170744405,6800000.0,5671886.0209089015
0.8,0.324577861163227,0.6666666666666666,0.6000000000000001,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.09474232170744405,4700000.0,5017758.905402905
0.4,0.14634146341463414,0.6666666666666666,0.2,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.1624154086413327,4300000.0,4701327.698965361
0.4,0.13320825515947465,0.3333333333333333,0.6000000000000001,0.8333333333333333,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0000000000000002,3500000.0,3246332.4687889297
0.4,0.2026266416510319,0.6666666666666666,0.4,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.2790213430504947,6700000.0,4928455.8291543685
0.2,0.07129455909943715,0.3333333333333333,0.2,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.2790213430504947,1300000.0,2444632.3016110556
0.6000000000000001,0.24953095684803003,0.6666666666666666,0.6000000000000001,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.09474232170744405,4500000.0,4467435.745524658
1.0,0.45215759849906195,0.6666666666666666,0.8,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.09474232170744405,6200000.0,6231536.252931571
0.4,0.08067542213883677,0.0,0.2,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2790213430504947,1000000.0,1487356.4882472644
0.6000000000000001,0.18761726078799248,0.6666666666666666,0.8,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.2790213430504947,7000000.0,5376442.138841476
0.4,0.08630393996247655,0.3333333333333333,0.2,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.2790213430504947,4800000.0,2504227.308658016
0.8,0.300187617260788,0.6666666666666666,0.6000000000000001,0.6666666666666666,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,6900000.0,5172579.959884134
0.2,0.061913696060037535,0.0,0.4,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0000000000000002,950000.0,1144226.451414237
0.2,0.1275797373358349,0.0,0.6000000000000001,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09215757137694257,1.0000000000000002,850000.0,1327587.2792637905
0.4,0.0900562851782364,0.3333333333333333,0.4,0.6666666666666666,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.2790213430504947,1800000.0,1987264.1818208438
0.4,0.24577861163227013,0.3333333333333333,0.6000000000000001,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.06298802706923488,3700000.0,4420602.437672015
0.6000000000000001,0.21575984990619135,0.6666666666666666,0.6000000000000001,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.01457574180114533,4200000.0,4264336.385725323
0.6000000000000001,0.18386491557223264,0.6666666666666666,0.6000000000000001,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.2790213430504947,6500000.0,4218366.911316404
0.2,0.08067542213883677,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0000000000000002,3200000.0,1226092.913324234
0.4,0.10694183864915573,0.3333333333333333,0.2,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0000000000000002,3500000.0,3123201.3942433526
0.4,0.13696060037523453,0.3333333333333333,0.6000000000000001,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.2790213430504947,3800000.0,2899006.3825617116
0.4,0.15572232645403375,0.6666666666666666,0.4,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.2790213430504947,4000000.0,4345246.716159869
0.2,0.061913696060037535,0.0,0.2,0.6666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0000000000000002,950000.0,1397934.1197675075
0.6000000000000001,0.2682926829268293,0.6666666666666666,0.6000000000000001,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0000000000000002,4500000.0,5299352.557514509
0.4,0.13320825515947465,0.3333333333333333,0.6000000000000001,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2790213430504947,3200000.0,3502440.475696839
0.2,0.11819887429643529,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0000000000000002,1200000.0,1303492.918428413
0.4,0.12007504690431521,0.3333333333333333,0.4,0.8333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0000000000000002,4100000.0,3072549.5438152812
0.4,0.11819887429643529,0.3333333333333333,0.6000000000000001,0.8333333333333333,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1550000.0,3052438.2587107243
0.2,0.0150093808630394,0.0,0.2,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0000000000000002,1800000.0,1342781.653260922
0.2,0.08067542213883677,0.0,0.6000000000000001,0.5,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0000000000000002,1400000.0,1176295.4006954227
0.2,0.08067542213883677,0.0,0.6000000000000001,0.5,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0000000000000002,1150000.0,1223640.916053204
0.4,0.13320825515947465,0.3333333333333333,0.6000000000000001,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0000000000000002,3500000.0,2530320.984973197
0.2,0.1894934333958724,0.0,0.2,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0000000000000002,1400000.0,2292279.292857227
0.4,0.0900562851782364,0.0,0.4,0.5,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.09215757137694257,1.0000000000000002,950000.0,1221966.5116712481
0.4,0.11819887429643529,0.0,0.6000000000000001,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06298802706923488,1300000.0,1906213.8420362698
0.2,0.07129455909943715,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.2790213430504947,1500000.0,1415873.2287611384
0.6000000000000001,0.174484052532833,0.3333333333333333,0.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0000000000000002,3700000.0,3808756.668598202
0.2,0.061913696060037535,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0000000000000002,1150000.0,1115613.158287916
0.4,0.13508442776735458,0.3333333333333333,0.4,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0000000000000002,3200000.0,3285808.2646712125
0.4,0.10881801125703565,0.3333333333333333,0.2,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0000000000000002,2500000.0,3201659.454780819
0.6000000000000001,0.2439024390243902,0.6666666666666666,0.6000000000000001,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0000000000000002,5300000.0,4307871.765565207
0.6000000000000001,0.24953095684803003,0.3333333333333333,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06298802706923488,3700000.0,3345942.620060904
0.2,0.075046904315197,0.0,0.4,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06298802706923488,900000.0,1259560.6352719385
0.4,0.23076923076923075,0.3333333333333333,0.8,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0000000000000002,3400000.0,3019459.325444547
0.2,0.09943714821763602,0.0,0.6000000000000001,0.3333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09215757137694257,1.0000000000000002,900000.0,1133970.0375531083
0.2,0.07129455909943715,0.0,0.6000000000000001,0.5,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0000000000000002,1100000.0,1155925.0792802072
0.2,0.028142589118198873,0.0,0.2,0.8333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0000000000000002,1350000.0,1898066.793614055
0.4,0.11819887429643529,0.3333333333333333,0.6000000000000001,0.6666666666666666,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.2790213430504947,1850000.0,2131774.644600339
0.2,0.05253283302063791,0.0,0.2,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.09215757137694257,1.0000000000000002,850000.0,1270368.4766962982
