oob_r2,R2_train,R2_test,max_depth,max_features,n_estimators,diff
0.7071371484391815,0.9138072339848354,0.720106486662994,10,10,100,0.1937007473218414
0.7071371484391815,0.9138072339848354,0.720106486662994,10,7,100,0.1937007473218414
0.7018922554864909,0.9522589194680536,0.7301429269625553,15,3,60,0.2221159925054983
0.699912402841993,0.9521377404072877,0.7289080184008986,15,3,50,0.22322972200638913
0.7091852310464064,0.953733712339847,0.730490668347757,15,3,100,0.22324304399209005
0.7033648989692589,0.9525475182869958,0.7292690549610799,15,3,70,0.22327846332591594
0.6984947334382199,0.9523396395548636,0.7282468577859015,15,3,45,0.22409278176896208
0.6965131991945235,0.9522058666892043,0.7274199554209784,15,3,40,0.2247859112682259
0.7125469541325915,0.955609291725282,0.7247872242716571,15,5,100,0.23082206745362488
0.7061623564194082,0.9543808430052387,0.720999070412948,15,5,70,0.23338177259229076
0.7038327016680245,0.9542295745965187,0.7207912501653223,15,5,60,0.2334383244311964
0.7023964837187533,0.9541041334388926,0.7198157186556419,15,5,50,0.2342884147832507
0.6980970266876456,0.9540892396160737,0.7197103565600296,15,5,45,0.23437888305604415
0.6975768768822974,0.9540816675028342,0.7192526086770772,15,5,40,0.234829058825757
0.6926591205713102,0.953162125429458,0.7130775210558865,15,7,50,0.2400846043735715
0.6926591205713102,0.953162125429458,0.7130775210558865,15,10,50,0.2400846043735715
0.6994518978854575,0.9539545960907354,0.7135155215264462,15,10,70,0.24043907456428926
0.6994518978854575,0.9539545960907354,0.713515521526446,15,7,70,0.24043907456428937
0.6907121957775129,0.9533643493203466,0.7117388446397075,15,7,40,0.24162550468063915
0.6907121957775129,0.9533643493203466,0.7117388446397075,15,10,40,0.24162550468063915
0.692432385509423,0.9535232644777257,0.7113395890406904,15,7,45,0.24218367543703534
0.692432385509423,0.9535232644777257,0.7113395890406904,15,10,45,0.24218367543703534
0.6975397368595695,0.9539171440544795,0.7116044738085994,15,7,60,0.2423126702458801
0.6975397368595695,0.9539171440544795,0.7116044738085994,15,10,60,0.2423126702458801
0.7047444984213704,0.9545775449156835,0.711920881157712,15,7,100,0.24265666375797146
0.7047444984213704,0.9545775449156835,0.711920881157712,15,10,100,0.24265666375797146
