oob_r2,R2_train,R2_test,max_depth,max_features,n_estimators,diff
0.49136079973836233,0.5857497798912843,0.535311176798446,5,7,50,0.05043860309283832
0.46926943182892245,0.5565235772022405,0.5057441770222166,5,3,45,0.050779400180023915
0.47389991762387884,0.5574924954894863,0.5048824235270799,5,3,50,0.05261007196240641
0.47619406469456393,0.5584500698770487,0.505791343935831,5,3,60,0.05265872594121768
0.47718198548007185,0.5586053325808505,0.5050085421038635,5,3,70,0.053596790476987066
0.4797282819529646,0.5590043827775578,0.5041782260176755,5,3,100,0.05482615675988234
0.5122860014555651,0.6742758835704581,0.54747584744378,7,3,40,0.12680003612667812
0.5143518926024895,0.6754386962950139,0.5467905518951228,7,3,70,0.12864814439989103
0.51466222351793,0.6755601574944706,0.5464304882616097,7,3,60,0.12912966923286096
0.5120043206483036,0.673786392184569,0.5441346766063915,7,3,45,0.12965171557817756
0.513127308604916,0.6750216617766328,0.5442806702228581,7,3,50,0.13074099155377472
0.5179090697385798,0.6778329013658319,0.5434323439813065,7,3,100,0.1344005573845254
0.52645274693886,0.6981242243914028,0.5631590276668247,7,5,45,0.13496519672457807
0.5309027876278856,0.7009213279971621,0.5658455922899646,7,5,60,0.13507573570719755
0.52853054533419,0.698848103662454,0.5637648334549663,7,5,50,0.13508327020748767
0.5312648730887112,0.7015906687754729,0.5664482289658049,7,5,70,0.135142439809668
0.5327287400616386,0.70344823723087,0.5678759133392481,7,5,100,0.13557232389162188
0.5264282462301377,0.6972939564700167,0.561056562224016,7,5,40,0.13623739424600068
0.5289222343186278,0.7116971973309574,0.5729259914744516,7,7,100,0.13877120585650582
0.5226808516039743,0.706560284549703,0.5673005670283419,7,7,50,0.13925971752136113
0.5284753714349653,0.7099603931817906,0.5699059575725522,7,7,70,0.14005443560923836
0.521405356220466,0.7071480089286881,0.5668295122672622,7,7,45,0.14031849666142593
0.525719076930232,0.7094824018028216,0.5683365349045503,7,7,60,0.14114586689827135
0.5195884589290409,0.7065037609107492,0.5650081796540144,7,7,40,0.14149558125673478
0.5238033603851922,0.7185555021246356,0.5758092100207828,7,10,100,0.1427462921038528
0.5163401057778951,0.7182919798856662,0.57498424664135,7,10,45,0.14330773324431623
0.5208852812862359,0.7171540102262559,0.5729958444633206,7,10,60,0.14415816576293528
0.5180959173647557,0.716737433077707,0.5724001730684067,7,10,50,0.14433726000930025
