oob_r2,R2_train,R2_test,max_depth,max_features,n_estimators,diff
0.7660498839440921,0.9620886530878698,0.7864895762834752,15,5,40,0.17559907680439468
0.7701549160926129,0.9642899367224719,0.7878221115459234,15,7,45,0.17646782517654847
0.7671497328243184,0.9584622216688027,0.7818504228956784,15,3,70,0.17661179877312427
0.7584009994846683,0.9570519129777745,0.7803535258283626,15,3,40,0.17669838714941188
0.7611001295399323,0.9576920626791086,0.7809237568842899,15,3,45,0.17676830579481861
0.7647622425499531,0.9582943561376372,0.7805664855995547,15,3,60,0.1777278705380826
0.7659499171992855,0.9637482290564712,0.7859211527883394,15,7,40,0.17782707626813177
0.7667379477424954,0.958666565259146,0.7794538927386665,15,3,50,0.17921267252047945
0.7789213351049364,0.9666964047629254,0.7852937391558686,15,10,100,0.18140266560705676
0.7767048598340178,0.9664161193338398,0.7849082486283984,15,10,70,0.1815078707054414
0.775418911344621,0.966045793207395,0.7844679451753844,15,10,60,0.1815778480320106
0.773735807978323,0.9658883897973045,0.7827729426948686,15,10,50,0.18311544710243588
0.7719595006953756,0.9655874886412387,0.7820373765144065,15,10,45,0.18355011212683214
0.7695677192050032,0.9652007557962193,0.7803239519355804,15,10,40,0.18487680386063898
